Customer ID,"1st September, 2020","2nd September, 2020","3rd September, 2020","4th September, 2020","5th September, 2020","6th September, 2020","7th September, 2020","8th September, 2020","9th September, 2020","10th September, 2020","11th September, 2020","12th September, 2020","13th September, 2020","14th September, 2020","15th September, 2020","16th September, 2020","17th September, 2020","18th September, 2020","19th September, 2020","20th September, 2020","21st September, 2020","22nd September, 2020","23rd September, 2020","24th September, 2020","25th September, 2020","26th September, 2020","27th September, 2020","28th September, 2020","29th September, 2020","30th September, 2020","1st October, 2020","2nd October, 2020","3rd October, 2020","4th October, 2020","5th October, 2020","6th October, 2020","7th October, 2020","8th October, 2020","9th October, 2020","10th October, 2020","11th October, 2020","12th October, 2020","13th October, 2020","14th October, 2020","15th October, 2020","16th October, 2020","17th October, 2020","18th October, 2020","19th October, 2020","20th October, 2020","21st October, 2020","22nd October, 2020","23rd October, 2020","24th October, 2020","25th October, 2020","26th October, 2020","27th October, 2020","28th October, 2020","29th October, 2020","30th October, 2020","31st October, 2020","1st November, 2020","2nd November, 2020","3rd November, 2020","4th November, 2020","5th November, 2020","6th November, 2020","7th November, 2020","8th November, 2020","9th November, 2020","10th November, 2020","11th November, 2020","12th November, 2020","13th November, 2020","14th November, 2020","15th November, 2020","16th November, 2020","17th November, 2020","18th November, 2020","19th November, 2020","20th November, 2020","21st November, 2020","22nd November, 2020","23rd November, 2020","24th November, 2020","25th November, 2020","26th November, 2020","27th November, 2020","28th November, 2020","29th November, 2020","30th November, 2020","1st December, 2020","2nd December, 2020","3rd December, 2020","4th December, 2020","5th December, 2020","6th December, 2020","7th December, 2020","8th December, 2020","9th December, 2020","10th December, 2020","11th December, 2020","12th December, 2020","13th December, 2020","14th December, 2020","15th December, 2020","16th December, 2020","17th December, 2020","18th December, 2020","19th December, 2020","20th December, 2020","21st December, 2020","22nd December, 2020","23rd December, 2020","24th December, 2020","25th December, 2020","26th December, 2020","27th December, 2020","28th December, 2020","29th December, 2020","30th December, 2020","31st December, 2020","1st January, 2021","2nd January, 2021","3rd January, 2021","4th January, 2021","5th January, 2021","6th January, 2021","7th January, 2021","8th January, 2021","9th January, 2021","10th January, 2021","11th January, 2021","12th January, 2021","13th January, 2021","14th January, 2021","15th January, 2021","16th January, 2021","17th January, 2021","18th January, 2021","19th January, 2021","20th January, 2021","21st January, 2021","22nd January, 2021","23rd January, 2021","24th January, 2021","25th January, 2021","26th January, 2021","27th January, 2021","28th January, 2021","29th January, 2021","30th January, 2021","31st January, 2021","1st February, 2021","2nd February, 2021","3rd February, 2021","4th February, 2021","5th February, 2021","6th February, 2021","7th February, 2021","8th February, 2021","9th February, 2021","10th February, 2021","11th February, 2021","12th February, 2021","13th February, 2021","14th February, 2021","15th February, 2021","16th February, 2021","17th February, 2021","18th February, 2021","19th February, 2021","20th February, 2021","21st February, 2021","22nd February, 2021","23rd February, 2021","24th February, 2021","25th February, 2021","26th February, 2021","27th February, 2021","28th February, 2021","1st March, 2021"
BMcc36353,,, $14.00 ,, $6.00 , $10.00 , $-   , $8.00 , $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $6.00 , $5.00 , $8.00 , $8.00 , $9.00 , $9.00 , $-   , $6.00 , $6.00 , $7.00 , $5.00 , $7.00 ,,,,,,,,,,,,,,,,,,,,,,,, $125.00 ,,,,,, $6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
BMan33313,,, $10.00 ,, $15.00 , $15.00 , $-   , $7.00 , $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $8.00 , $8.00 , $8.00 , $9.00 , $7.00 , $9.00 , $-   , $6.00 , $8.00 , $10.00 , $6.00 , $9.00 ,,,,,,,,,,,,,,,,,,,,,,,, $78.00 ,,,,,, $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
BMar34841,,, $21.00 ,, $21.00 , $7.00 , $-   , $13.00 , $10.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 ,,,,,,,,,,,,,, $-   , $8.00 , $-   , $13.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $124.00 ,,,,,, $8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
BMed34532,,, $6.00 ,, $8.00 , $6.00 , $-   , $9.00 , $6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $5.00 ,,,,,,,,,,,,,, $-   , $8.00 , $8.00 , $8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $625.00 ,,,,,, $7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
BFig36185,,, $7.00 ,, $8.00 , $9.00 , $-   , $5.00 , $6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $5.00 ,,,,,,,,,,,,,, $-   , $7.00 , $6.00 , $6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $500.00 ,,,,,, $8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CJim34289,,, $11.00 ,, $13.00 , $12.00 , $-   , $11.00 , $12.00 , $12.00 , $-   , $6.00 , $14.00 , $-   , $13.00 , $-   , $-   , $10.00 , $-   , $13.00 , $5.00 , $-   , $-   , $-   , $8.00 , $-   , $6.00 , $-   , $-   , $-   , $-   , $9.00 , $-   , $6.00 , $-   , $-   , $-   ,,,,,,,,,,,,,,, $14.00 ,,,,,,,,,,,,,, $-   , $5.00 , $-   , $5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 ,,,,,, $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CRos35934,,, $10.00 ,, $7.00 , $5.00 , $-   , $16.00 , $14.00 , $5.00 , $-   , $9.00 , $-   , $-   , $13.00 , $-   , $-   , $13.00 , $-   , $-   , $20.00 , $-   , $-   , $-   , $8.00 , $-   , $16.00 , $-   , $-   , $-   , $-   , $6.00 , $-   , $17.00 , $-   , $-   , $-   ,,,,,,,,,,,,,,, $9.00 ,,,,,,,,,,,,,, $-   , $6.00 , $-   , $7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.00 ,,,,,, $7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CRus35410,,, $18.00 ,, $9.00 , $19.00 , $-   , $11.00 , $19.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $12.00 ,,,,,,,,,,,,,, $-   , $13.00 , $7.00 , $5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $98.00 ,,,,,, $12.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
FCha30311,, $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $54.00 , $-   , $-   , $-   , $-   , $125.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $125.00 , $-   
JEst32782,, $-   , $750.00 ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $125.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $58.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
SPot27246,, $-   , $-   ,, $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,, $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CWhe34700,, $5.00 , $6.00 ,, $5.00 , $5.00 , $-   , $5.00 , $5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,, $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $37.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CHar33929,, $16.00 , $16.00 ,, $11.00 , $16.00 , $-   , $15.00 , $11.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $5.00 ,,,,,,,,,,,,,, $-   , $6.00 , $9.00 , $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $85.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CLyn35197,, $9.00 , $7.00 ,, $12.00 , $13.00 , $-   , $12.00 , $16.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $7.00 , $-   , $11.00 , $-   , $5.00 , $11.00 ,,,,,,,,,,,,,, $-   , $5.00 , $9.00 , $5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $750.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CDea34074,, $8.00 , $7.00 ,, $6.00 , $8.00 , $-   , $7.00 , $5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $125.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
COls36398,, $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $976.80 ,,,,,,,,, $86.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CBri33495,, $17.00 , $12.00 ,, $5.00 , $9.00 , $-   , $10.00 , $14.00 , $6.00 , $-   , $19.00 , $-   , $-   , $5.00 , $-   , $-   , $16.00 , $-   , $-   , $6.00 , $-   , $-   , $-   , $19.00 , $-   , $8.00 , $-   , $-   , $-   , $-   , $13.00 , $-   , $13.00 , $-   , $-   , $-   , $17.00 , $-   , $6.00 , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $35.00 ,,,,,,,,, $30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CSta33463,, $12.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $62.00 ,,,,,,,,, $132.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CWea35519,, $-   , $-   , $-   , $750.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $40.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $98.60 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $125.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
KJac30128,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $500.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $43.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $471.20 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CMor35519,, $9.00 , $7.00 , $20.00 , $-   , $6.00 , $-   , $8.00 , $5.00 , $21.00 , $-   , $15.00 , $-   , $-   , $18.00 , $-   , $-   , $12.00 , $-   , $-   , $20.00 , $-   , $-   , $-   , $10.00 , $-   , $6.00 , $-   , $-   , $-   , $-   , $7.00 , $-   , $11.00 , $-   , $-   , $-   , $16.00 , $-   , $12.00 , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CMax33857,, $15.00 , $9.00 , $5.00 , $-   , $5.00 , $-   , $21.00 , $19.00 , $9.00 , $-   , $21.00 , $-   , $-   , $16.00 , $-   , $-   , $13.00 , $-   , $-   , $5.00 , $-   , $-   , $-   , $13.00 , $-   , $16.00 , $-   , $-   , $-   , $-   , $13.00 , $-   , $9.00 , $-   , $-   , $-   , $6.00 , $-   , $14.00 , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CMcc35020,, $-   , $-   , $-   , $-   , $38.00 , $-   , $-   , $-   , $-   , $-   , $16.00 , $-   , $-   , $-   , $-   , $-   , $5.00 , $-   , $-   , $24.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $31.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $16.00 , $-   , $-   , $23.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $12.00 , $-   , $-   , $6.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $20.00 , $-   , $-   , $12.00 , $-   , $5.00 , $12.00 , $-   , $6.00 , $8.00 , $20.00 , $6.00 , $-   ,, $8.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $13.00 , $-   , $-   , $14.00 , $-   ,, $-   , $13.00 , $-   , $-   , $-   , $-   , $-   , $-   , $9.00 , $-   , $-   , $-   , $-   , $-   , $-   , $11.00 , $-   , $5.00 , $-   , $5.00 , $9.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $7.00 , $-   , $-   , $10.00 , $-   , $-   , $-   , $5.00 , $-   , $7.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $5.00 , $-   , $5.00 , $-   , $-   , $-   , $-   , $5.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CTuc36521,, $7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $83.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CCha35860,, $12.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $112.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
OTer28852,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $750.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $125.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $93.80 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CMun35273,, $7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CPer34915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $70.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CWal33485,, $22.00 , $-   , $-   , $-   , $25.00 , $-   , $-   , $-   , $15.00 , $-   , $22.00 , $-   , $-   , $-   , $-   , $-   , $7.00 , $-   , $-   , $15.00 , $-   , $-   , $-   , $21.00 , $-   , $5.00 , $-   , $-   , $-   , $-   , $-   , $-   , $24.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $16.00 , $-   , $-   , $20.00 , $-   , $-   , $21.00 , $-   , $-   , $6.00 , $-   , $-   , $12.00 , $-   , $-   , $19.00 , $-   , $6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $64.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $5.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CJon36050,, $9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $150.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
